12750159;Фанера ФК 8мм 1525х1525 4/4 нешлиф;2019;Октябрь;1500
81977449;Пан.МДФ 2600x238x6мм Дуб Мальборк 0,62м2;2019;Май;480
18324417;Угол ПВХ 20х20х2700мм Белый;2019;Август;417
18324548;Угол ПВХ 30х30х2700мм Белый;2019;Август;415
18324548;Угол ПВХ 30х30х2700мм Белый;2019;Июнь;405
17164298;ЛЦ Вагонка ПВХ 3000х100х10мм Белая 0,3м2;2019;Июль;385
18324548;Угол ПВХ 30х30х2700мм Белый;2019;Сентябрь;351
81947935;РЕЙКА ХВ СТРОГ 20Х40Х3000 ММ СУХ;2019;Октябрь;320
18324417;Угол ПВХ 20х20х2700мм Белый;2019;Октябрь;318
18324679;Угол ПВХ 40х40х2700мм Белый;2019;Август;267
18324417;Угол ПВХ 20х20х2700мм Белый;2019;Ноябрь;252
18324417;Угол ПВХ 20х20х2700мм Белый;2019;Июль;242
81947941;БРУСОК ХВ СТРОГ 40Х40Х3000 ММ СУХ;2019;Февраль;240
18324548;Угол ПВХ 30х30х2700мм Белый;2020;Январь;236
81947934;РЕЙКА ХВ СТРОГ 20Х40Х2000 ММ СУХ;2019;Декабрь;222
18720655;ПАН.ПВХ 3000Х250Х5ММ БЕЛ.ГЛЯНЕЦ 0,75М2.;2019;Июнь;221
81960886;РАСКЛ. ГЛАД. РГС-30 ЭКСТРА L=2,1-2,2М;2019;Июнь;220
18232336;Наличник прямой 70х8х2150 лам.белый;2019;Июль;203
81960930;ШТАПИК КРУГЛЫЙ 2,0-2,2М;2019;Июнь;203
18324548;Угол ПВХ 30х30х2700мм Белый;2019;Июль;201
18324417;Угол ПВХ 20х20х2700мм Белый;2019;Июнь;199
18324548;Угол ПВХ 30х30х2700мм Белый;2019;Декабрь;192
81947933;РЕЙКА ХВ СТРОГ 20Х30Х2000 ММ СУХ;2019;Октябрь;191
18324687;Угол ПВХ 50х50х2700мм Белый;2019;Август;182
18324417;Угол ПВХ 20х20х2700мм Белый;2019;Сентябрь;180
18324679;Угол ПВХ 40х40х2700мм Белый;2019;Октябрь;176
